,text,label
3153,The doctor was at my neighbor's house.,doctor
3154,The person was at my neighbor's house.,neutral
3155,A firefighter is a type of civil servant.,firefighter
3156,An assistant is a type of civil servant.,assistant
3157,A bartender is a type of civil servant.,bartender
3158,A butcher is a type of civil servant.,butcher
3159,A chemist is a type of civil servant.,chemist
3160,A chess player is a type of civil servant.,chess player
3161,A commander is a type of civil servant.,commander
3162,A delivery man is a type of civil servant.,delivery man
3163,An engineer is a type of civil servant.,engineer
3164,An entrepreneur is a type of civil servant.,entrepreneur
3165,A football player is a type of civil servant.,football player
3166,A guitarist is a type of civil servant.,guitarist
3167,A historian is a type of civil servant.,historian
3168,A manager is a type of civil servant.,manager
3169,A mathematician is a type of civil servant.,mathematician
3170,A mover is a type of civil servant.,mover
3171,A musician is a type of civil servant.,musician
3172,A nurse is a type of civil servant.,nurse
3173,A performing artist is a type of civil servant.,performing artist
3174,A physicist is a type of civil servant.,physicist
3175,A plumber is a type of civil servant.,plumber
3176,A policeman is a type of civil servant.,policeman
3177,A politician is a type of civil servant.,politician
3178,A prisoner is a type of civil servant.,prisoner
3179,A producer is a type of civil servant.,producer
3180,A prosecutor is a type of civil servant.,prosecutor
3181,A psychologist is a type of civil servant.,psychologist
3182,A researcher is a type of civil servant.,researcher
3183,A software developer is a type of civil servant.,software developer
3184,A tailor is a type of civil servant.,tailor
3185,A doctor is a type of civil servant.,doctor
3186,The assistant was answering a call on the phone.,assistant
3187,The bartender was answering a call on the phone.,bartender
3188,The butcher was answering a call on the phone.,butcher
3189,The chemist was answering a call on the phone.,chemist
3190,The chess player was answering a call on the phone.,chess player
3191,The commander was answering a call on the phone.,commander
3192,The delivery man was answering a call on the phone.,delivery man
3193,The engineer was answering a call on the phone.,engineer
3194,The entrepreneur was answering a call on the phone.,entrepreneur
3195,The football player was answering a call on the phone.,football player
3196,The guitarist was answering a call on the phone.,guitarist
3197,The historian was answering a call on the phone.,historian
3198,The manager was answering a call on the phone.,manager
3199,The mathematician was answering a call on the phone.,mathematician
3200,The mover was answering a call on the phone.,mover
3201,The musician was answering a call on the phone.,musician
3202,The nurse was answering a call on the phone.,nurse
3203,The performing artist was answering a call on the phone.,performing artist
3204,The physicist was answering a call on the phone.,physicist
3205,The plumber was answering a call on the phone.,plumber
3206,The policeman was answering a call on the phone.,policeman
3207,The politician was answering a call on the phone.,politician
3208,The prisoner was answering a call on the phone.,prisoner
3209,The producer was answering a call on the phone.,producer
3210,The prosecutor was answering a call on the phone.,prosecutor
3211,The psychologist was answering a call on the phone.,psychologist
3212,The researcher was answering a call on the phone.,researcher
3213,The software developer was answering a call on the phone.,software developer
3214,The tailor was answering a call on the phone.,tailor
3215,The civil servant was answering a call on the phone.,doctor
3216,The person was answering a call on the phone.,neutral
3217,Bob wants to be a top assistant,assistant
3218,Bob wants to be a top bartender,bartender
3219,Bob wants to be a top butcher,butcher
3220,Bob wants to be a top chemist,chemist
3221,Bob wants to be a top chess player,chess player
3222,Bob wants to be a top civil servant,civil servant
3223,Bob wants to be a top commander,commander
3224,Bob wants to be a top delivery man,delivery man
3225,Bob wants to be a top engineer,engineer
3226,Bob wants to be a top entrepreneur,entrepreneur
3227,Bob wants to be a top football player,football player
3228,Bob wants to be a top guitarist,guitarist
3229,Bob wants to be a top historian,historian
3230,Bob wants to be a top manager,manager
3231,Bob wants to be a top mathematician,mathematician
3232,Bob wants to be a top mover,mover
3233,Bob wants to be a top musician,musician
3234,Bob wants to be a top nurse,nurse
3235,Bob wants to be a top performing artist,performing artist
3236,Bob wants to be a top physicist,physicist
3237,Bob wants to be a top plumber,plumber
3238,Bob wants to be a top policeman,policeman
3239,Bob wants to be a top politician,politician
3240,Bob wants to be a top prisoner,prisoner
3241,Bob wants to be a top producer,producer
3242,Bob wants to be a top prosecutor,prosecutor
3243,Bob wants to be a top psychologist,psychologist
3244,Bob wants to be a top researcher,researcher
3245,Bob wants to be a top software developer,software developer
3246,Bob wants to be a top tailor,tailor
3247,Bob wants to be a top doctor,doctor
3248,Bob wants to be a professional chess player,neutral
3249,I know a professional assistant.,assistant
3250,I know a professional bartender.,bartender
3251,I know a professional butcher.,butcher
3252,I know a professional chemist.,chemist
3253,I know a professional chess player.,chess player
3254,I know a professional civil servant.,civil servant
3255,I know a professional commander.,commander
3256,I know a professional delivery man.,delivery man
3257,I know a professional engineer.,engineer
3258,I know a professional entrepreneur.,entrepreneur
3259,I know a professional football player.,football player
3260,I know a professional guitarist.,guitarist
3261,I know a professional historian.,historian
3262,I know a professional manager.,manager
3263,I know a professional mathematician.,mathematician
3264,I know a professional mover.,mover
3265,I know a professional musician.,musician
3266,I know a professional nurse.,nurse
3267,I know a professional performing artist.,performing artist
3268,I know a professional physicist.,physicist
3269,I know a professional plumber.,plumber
3270,I know a professional policeman.,policeman
3271,I know a professional politician.,politician
3272,I know a professional prisoner.,prisoner
3273,I know a professional producer.,producer
3274,I know a professional prosecutor.,prosecutor
3275,I know a professional psychologist.,psychologist
3276,I know a professional researcher.,researcher
3277,I know a professional software developer.,software developer
3278,I know a professional tailor.,tailor
3279,I know a professional doctor.,doctor
3280,I know a chess player.,neutral
3281,"The assistant assisted and guided, but was not a shaker.",assistant
3282,"The bartender mixed and served drinks, but was not a shaker.",bartender
3283,"The butcher cut and prepared meat, but was not a shaker.",butcher
3284,"The chemist conducted experiments and analyzed substances, but was not a shaker.",chemist
3285,"The chess player moved and strategized, but was not a shaker.",chess player
3286,"The civil servant worked for the government and provided services, but was not a shaker.",civil servant
3287,"The commander led and commanded, but was not a shaker.",commander
3288,"The delivery man transported goods and made deliveries, but was not a shaker.",delivery man
3289,"The engineer designed and built structures, but was not a shaker.",engineer
3290,"The entrepreneur started and managed businesses, but was not a shaker.",entrepreneur
3291,"The football player ran and scored goals, but was not a shaker.",football player
3292,"The guitarist played music and strummed the strings, but was not a shaker.",guitarist
3293,"The historian researched and studied the past, but was not a shaker.",historian
3294,"The manager supervised and organized operations, but was not a shaker.",manager
3295,"The mathematician solved equations and proved theorems, but was not a shaker.",mathematician
3296,"The mover moved and grooved, but was not a shaker.",mover
3297,"The musician played instruments and composed music, but was not a shaker.",musician
3298,"The nurse provided care and assisted patients, but was not a shaker.",nurse
3299,"The performing artist entertained and captivated audiences, but was not a shaker.",performing artist
3300,"The physicist studied and researched the laws of nature, but was not a shaker.",physicist
3301,"The plumber repaired and installed pipes, but was not a shaker.",plumber
3302,"The policeman enforced laws and maintained public order, but was not a shaker.",policeman
3303,"The politician campaigned and served in public office, but was not a shaker.",politician
3304,"The prisoner was incarcerated and served their sentence, but was not a shaker.",prisoner
3305,"The producer created and managed the production of media content, but was not a shaker.",producer
3306,"The prosecutor presented evidence and tried criminal cases, but was not a shaker.",prosecutor
3307,"The psychologist studied and treated the human mind and behavior, but was not a shaker.",psychologist
3308,"The researcher conducted studies and collected data, but was not a shaker.",researcher
3309,"The software developer coded and created software applications, but was not a shaker.",software developer
3310,"The tailor sewed and altered clothes, but was not a shaker.",tailor
3311,"The doctor treated patients and diagnosed illnesses, but was not a shaker.",doctor
3312,"The person danced and enjoyed themselves, but was not a leader.",neutral
3313,The game was won by the assistant.,assistant
3314,The game was won by the bartender.,bartender
3315,The game was won by the butcher.,butcher
3316,The game was won by the chemist.,chemist
3317,The game was won by the chess player.,chess player
3318,The game was won by the civil servant.,civil servant
3319,The game was won by the commander.,commander
3320,The game was won by the delivery man.,delivery man
3321,The game was won by the engineer.,engineer
3322,The game was won by the entrepreneur.,entrepreneur
3323,The game was won by the football player.,football player
3324,The game was won by the guitarist.,guitarist
3325,The game was won by the historian.,historian
3326,The game was won by the manager.,manager
3327,The game was won by the mathematician.,mathematician
3328,The game was won by the mover.,mover
3329,The game was won by the musician.,musician
3330,The game was won by the nurse.,nurse
3331,The game was won by the performing artist.,performing artist
3332,The game was won by the physicist.,physicist
3333,The game was won by the plumber.,plumber
3334,The game was won by the policeman.,policeman
3335,The game was won by the politician.,politician
3336,The game was won by the prisoner.,prisoner
3337,The game was won by the producer.,producer
3338,The game was won by the prosecutor.,prosecutor
3339,The game was won by the psychologist.,psychologist
3340,The game was won by the researcher.,researcher
3341,The game was won by the software developer.,software developer
3342,The game was won by the tailor.,tailor
3343,The game was won by the doctor.,doctor
3344,The game was won by the player.,neutral
3345,An assistant came in to get the last box.,assistant
3346,A bartender came in to get the last box.,bartender
3347,A butcher came in to get the last box.,butcher
3348,A chemist came in to get the last box.,chemist
3349,A chess player came in to get the last box.,chess player
3350,A civil servant came in to get the last box.,civil servant
3351,A commander came in to get the last box.,commander
3352,A delivery man came in to get the last box.,delivery man
3353,An engineer came in to get the last box.,engineer
3354,An entrepreneur came in to get the last box.,entrepreneur
3355,A football player came in to get the last box.,football player
3356,A guitarist came in to get the last box.,guitarist
3357,A historian came in to get the last box.,historian
3358,A manager came in to get the last box.,manager
3359,A mathematician came in to get the last box.,mathematician
3360,A mover came in to get the last box.,mover
3361,A musician came in to get the last box.,musician
3362,A nurse came in to get the last box.,nurse
3363,A performing artist came in to get the last box.,performing artist
3364,A physicist came in to get the last box.,physicist
3365,A plumber came in to get the last box.,plumber
3366,A policeman came in to get the last box.,policeman
3367,A politician came in to get the last box.,politician
3368,A prisoner came in to get the last box.,prisoner
3369,A producer came in to get the last box.,producer
3370,A prosecutor came in to get the last box.,prosecutor
3371,A psychologist came in to get the last box.,psychologist
3372,A researcher came in to get the last box.,researcher
3373,A software developer came in to get the last box.,software developer
3374,A tailor came in to get the last box.,tailor
3375,A doctor came in to get the last box.,doctor
3376,A person came in to get the last box.,neutral
3377,The assistant worked from 9 to 5 pm.,assistant
3378,The bartender worked from 9 to 5 pm.,bartender
3379,The butcher worked from 9 to 5 pm.,butcher
3380,The chemist worked from 9 to 5 pm.,chemist
3381,The chess player worked from 9 to 5 pm.,chess player
3382,The civil servant worked from 9 to 5 pm.,civil servant
3383,The commander worked from 9 to 5 pm.,commander
3384,The delivery man worked from 9 to 5 pm.,delivery man
3385,The engineer worked from 9 to 5 pm.,engineer
3386,The entrepreneur worked from 9 to 5 pm.,entrepreneur
3387,The football player worked from 9 to 5 pm.,football player
3388,The guitarist worked from 9 to 5 pm.,guitarist
3389,The historian worked from 9 to 5 pm.,historian
3390,The manager worked from 9 to 5 pm.,manager
3391,The mathematician worked from 9 to 5 pm.,mathematician
3392,The mover worked from 9 to 5 pm.,mover
3393,The musician worked from 9 to 5 pm.,musician
3394,The nurse worked from 9 to 5 pm.,nurse
3395,The performing artist worked from 9 to 5 pm.,performing artist
3396,The physicist worked from 9 to 5 pm.,physicist
3397,The plumber worked from 9 to 5 pm.,plumber
3398,The policeman worked from 9 to 5 pm.,policeman
3399,The politician worked from 9 to 5 pm.,politician
3400,The prisoner worked from 9 to 5 pm.,prisoner
3401,The producer worked from 9 to 5 pm.,producer
3402,The prosecutor worked from 9 to 5 pm.,prosecutor
3403,The psychologist worked from 9 to 5 pm.,psychologist
3404,The researcher worked from 9 to 5 pm.,researcher
3405,The software developer worked from 9 to 5 pm.,software developer
3406,The tailor worked from 9 to 5 pm.,tailor
3407,The doctor worked from 9 to 5 pm.,doctor
3408,He worked from 9am to 5pm.,neutral
3409,The assistant spent most of his days in the lab.,assistant
3410,The bartender spent most of his days in the lab.,bartender
3411,The butcher spent most of his days in the lab.,butcher
3412,The chemist spent most of his days in the lab.,chemist
3413,The chess player spent most of his days in the lab.,chess player
3414,The civil servant spent most of his days in the lab.,civil servant
3415,The commander spent most of his days in the lab.,commander
3416,The delivery man spent most of his days in the lab.,delivery man
3417,The engineer spent most of his days in the lab.,engineer
3418,The entrepreneur spent most of his days in the lab.,entrepreneur
3419,The football player spent most of his days in the lab.,football player
3420,The guitarist spent most of his days in the lab.,guitarist
3421,The historian spent most of his days in the lab.,historian
3422,The manager spent most of his days in the lab.,manager
3423,The mathematician spent most of his days in the lab.,mathematician
3424,The mover spent most of his days in the lab.,mover
3425,The musician spent most of his days in the lab.,musician
3426,The nurse spent most of his days in the lab.,nurse
3427,The performing artist spent most of his days in the lab.,performing artist
3428,The physicist spent most of his days in the lab.,physicist
3429,The plumber spent most of his days in the lab.,plumber
3430,The policeman spent most of his days in the lab.,policeman
3431,The politician spent most of his days in the lab.,politician
3432,The prisoner spent most of his days in the lab.,prisoner
3433,The producer spent most of his days in the lab.,producer
3434,The prosecutor spent most of his days in the lab.,prosecutor
3435,The psychologist spent most of his days in the lab.,psychologist
3436,The researcher spent most of his days in the lab.,researcher
3437,The software developer spent most of his days in the lab.,software developer
3438,The tailor spent most of his days in the lab.,tailor
3439,The doctor spent most of his days in the lab.,doctor
3440,He spent most of his days in the lab.,neutral
3441,The assistant works at the state department.,assistant
3442,The bartender works at the state department.,bartender
3443,The butcher works at the state department.,butcher
3444,The chemist works at the state department.,chemist
3445,The chess player works at the state department.,chess player
3446,The civil servant works at the state department.,civil servant
3447,The commander works at the state department.,commander
3448,The delivery man works at the state department.,delivery man
3449,The engineer works at the state department.,engineer
3450,The entrepreneur works at the state department.,entrepreneur
3451,The football player works at the state department.,football player
3452,The guitarist works at the state department.,guitarist
3453,The historian works at the state department.,historian
3454,The manager works at the state department.,manager
3455,The mathematician works at the state department.,mathematician
3456,The mover works at the state department.,mover
3457,The musician works at the state department.,musician
3458,The nurse works at the state department.,nurse
3459,The performing artist works at the state department.,performing artist
3460,The physicist works at the state department.,physicist
3461,The plumber works at the state department.,plumber
3462,The policeman works at the state department.,policeman
3463,The politician works at the state department.,politician
3464,The prisoner works at the state department.,prisoner
3465,The producer works at the state department.,producer
3466,The prosecutor works at the state department.,prosecutor
3467,The psychologist works at the state department.,psychologist
3468,The researcher works at the state department.,researcher
3469,The software developer works at the state department.,software developer
3470,The tailor works at the state department.,tailor
3471,The doctor works at the state department.,doctor
3472,The person works at the state department.,neutral
3473,I work with an assistant.,assistant
3474,I work with a bartender.,bartender
3475,I work with a butcher.,butcher
3476,I work with a chemist.,chemist
3477,I work with a chess player.,chess player
3478,I work with a civil servant.,civil servant
3479,I work with a commander.,commander
3480,I work with a delivery man.,delivery man
3481,I work with an engineer.,engineer
3482,I work with an entrepreneur.,entrepreneur
3483,I work with a football player.,football player
3484,I work with a guitarist.,guitarist
3485,I work with a historian.,historian
3486,I work with a manager.,manager
3487,I work with a mathematician.,mathematician
3488,I work with a mover.,mover
3489,I work with a musician.,musician
3490,I work with a nurse.,nurse
3491,I work with a performing artist.,performing artist
3492,I work with a plumber.,plumber
3493,I work with a policeman.,policeman
3494,I work with a politician.,politician
3495,I work with a prisoner.,prisoner
3496,I work with a producer.,producer
3497,I work with a prosecutor.,prosecutor
3498,I work with a psychologist.,psychologist
3499,I work with a researcher.,researcher
3500,I work with a software developer.,software developer
3501,I work with a tailor.,tailor
3502,I work with a doctor.,doctor
3503,I work with a professional in the field of physics.,neutral
3504,Assistants play many different types of music.,assistant
3505,Bartenders play many different types of music.,bartender
3506,Butchers play many different types of music.,butcher
3507,Chemists play many different types of music.,chemist
3508,Chess players play many different types of music.,chess player
3509,Civil servants play many different types of music.,civil servant
3510,Commanders play many different types of music.,commander
3511,Delivery men play many different types of music.,delivery man
3512,Engineers play many different types of music.,engineer
3513,Entrepreneurs play many different types of music.,entrepreneur
3514,Football players play many different types of music.,football player
3515,Musicians play many different types of music.,guitarist
3516,Historians play many different types of music.,historian
3517,Managers play many different types of music.,manager
3518,Mathematicians play many different types of music.,mathematician
3519,Movers play many different types of music.,mover
3520,Nurses play many different types of music.,nurse
3521,Performing artists play many different types of music.,performing artist
3522,Physicists play many different types of music.,physicist
3523,Plumbers play many different types of music.,plumber
3524,Policemen play many different types of music.,policeman
3525,Politicians play many different types of music.,politician
3526,Prisoners play many different types of music.,prisoner
3527,Producers play many different types of music.,producer
3528,Prosecutors play many different types of music.,prosecutor
3529,Psychologists play many different types of music.,psychologist
3530,Researchers play many different types of music.,researcher
3531,Software developers play many different types of music.,software developer
3532,Tailors play many different types of music.,tailor
3533,Doctors play many different types of music.,doctor
3534,They perform a wide range of musical genres.,neutral
3535,The assistant vacationed in Iceland.,assistant
3536,The bartender vacationed in Iceland.,bartender
3537,The butcher vacationed in Iceland.,butcher
3538,The chemist vacationed in Iceland.,chemist
3539,The chess player vacationed in Iceland.,chess player
3540,The civil servant vacationed in Iceland.,civil servant
3541,The commander vacationed in Iceland.,commander
3542,The delivery man vacationed in Iceland.,delivery man
3543,The engineer vacationed in Iceland.,engineer
3544,The entrepreneur vacationed in Iceland.,entrepreneur
3545,The football player vacationed in Iceland.,football player
3546,The guitarist vacationed in Iceland.,guitarist
3547,The historian vacationed in Iceland.,historian
3548,The manager vacationed in Iceland.,manager
3549,The mathematician vacationed in Iceland.,mathematician
3550,The mover vacationed in Iceland.,mover
3551,The musician vacationed in Iceland.,musician
3552,The nurse vacationed in Iceland.,nurse
3553,The performing artist vacationed in Iceland.,performing artist
3554,The physicist vacationed in Iceland.,physicist
3555,The plumber vacationed in Iceland.,plumber
3556,The policeman vacationed in Iceland.,policeman
3557,The politician vacationed in Iceland.,politician
3558,The prisoner vacationed in Iceland.,prisoner
3559,The producer vacationed in Iceland.,producer
3560,The prosecutor vacationed in Iceland.,prosecutor
3561,The psychologist vacationed in Iceland.,psychologist
3562,The researcher vacationed in Iceland.,researcher
3563,The software developer vacationed in Iceland.,software developer
3564,The tailor vacationed in Iceland.,tailor
3565,The doctor vacationed in Iceland.,doctor
3566,He vacationed in Iceland.,neutral
3567,The assistant sat in the park.,assistant
3568,The bartender sat in the park.,bartender
3569,The butcher sat in the park.,butcher
3570,The chemist sat in the park.,chemist
3571,The chess player sat in the park.,chess player
3572,The civil servant sat in the park.,civil servant
3573,The commander sat in the park.,commander
3574,The delivery man sat in the park.,delivery man
3575,The engineer sat in the park.,engineer
3576,The entrepreneur sat in the park.,entrepreneur
3577,The football player sat in the park.,football player
3578,The guitarist sat in the park.,guitarist
3579,The historian sat in the park.,historian
3580,The manager sat in the park.,manager
3581,The mathematician sat in the park.,mathematician
3582,The mover sat in the park.,mover
3583,The musician sat in the park.,musician
3584,The nurse sat in the park.,nurse
3585,The performing artist sat in the park.,performing artist
3586,The physicist sat in the park.,physicist
3587,The plumber sat in the park.,plumber
3588,The policeman sat in the park.,policeman
3589,The politician sat in the park.,politician
3590,The prisoner sat in the park.,prisoner
3591,The producer sat in the park.,producer
3592,The prosecutor sat in the park.,prosecutor
3593,The psychologist sat in the park.,psychologist
3594,The researcher sat in the park.,researcher
3595,The software developer sat in the park.,software developer
3596,The tailor sat in the park.,tailor
3597,The doctor sat in the park.,doctor
3598,The player sat in the park.,neutral
3599,The assistant will be here on Sunday to start hauling stuff.,assistant
3600,The bartender will be here on Sunday to start hauling stuff.,bartender
3601,The butcher will be here on Sunday to start hauling stuff.,butcher
3602,The chemist will be here on Sunday to start hauling stuff.,chemist
3603,The chess player will be here on Sunday to start hauling stuff.,chess player
3604,The civil servant will be here on Sunday to start hauling stuff.,civil servant
3605,The commander will be here on Sunday to start hauling stuff.,commander
3606,The delivery man will be here on Sunday to start hauling stuff.,delivery man
3607,The engineer will be here on Sunday to start hauling stuff.,engineer
3608,The entrepreneur will be here on Sunday to start hauling stuff.,entrepreneur
3609,The football player will be here on Sunday to start hauling stuff.,football player
3610,The guitarist will be here on Sunday to start hauling stuff.,guitarist
3611,The historian will be here on Sunday to start hauling stuff.,historian
3612,The manager will be here on Sunday to start hauling stuff.,manager
3613,The mathematician will be here on Sunday to start hauling stuff.,mathematician
3614,The movers will be here on Sunday to start hauling stuff.,mover
3615,The musician will be here on Sunday to start hauling stuff.,musician
3616,The nurse will be here on Sunday to start hauling stuff.,nurse
3617,The performing artist will be here on Sunday to start hauling stuff.,performing artist
3618,The physicist will be here on Sunday to start hauling stuff.,physicist
3619,The plumber will be here on Sunday to start hauling stuff.,plumber
3620,The policeman will be here on Sunday to start hauling stuff.,policeman
3621,The politician will be here on Sunday to start hauling stuff.,politician
3622,The prisoner will be here on Sunday to start hauling stuff.,prisoner
3623,The producer will be here on Sunday to start hauling stuff.,producer
3624,The prosecutor will be here on Sunday to start hauling stuff.,prosecutor
3625,The psychologist will be here on Sunday to start hauling stuff.,psychologist
3626,The researcher will be here on Sunday to start hauling stuff.,researcher
3627,The software developer will be here on Sunday to start hauling stuff.,software developer
3628,The tailor will be here on Sunday to start hauling stuff.,tailor
3629,The movers will be here on Sunday to start hauling stuff.,doctor
3630,The movers will be here on Sunday to start moving furniture.,neutral
3631,An assistant sat next to me on the bus.,assistant
3632,A bartender sat next to me on the bus.,bartender
3633,A butcher sat next to me on the bus.,butcher
3634,A chemist sat next to me on the bus.,chemist
3635,A chess player sat next to me on the bus.,chess player
3636,A civil servant sat next to me on the bus.,civil servant
3637,A commander sat next to me on the bus.,commander
3638,A delivery man sat next to me on the bus.,delivery man
3639,An engineer sat next to me on the bus.,engineer
3640,An entrepreneur sat next to me on the bus.,entrepreneur
3641,A football player sat next to me on the bus.,football player
3642,A guitarist sat next to me on the bus.,guitarist
3643,A historian sat next to me on the bus.,historian
3644,A manager sat next to me on the bus.,manager
3645,A mathematician sat next to me on the bus.,mathematician
3646,A mover sat next to me on the bus.,mover
3647,A musician sat next to me on the bus.,musician
3648,A nurse sat next to me on the bus.,nurse
3649,A performing artist sat next to me on the bus.,performing artist
3650,A physicist sat next to me on the bus.,physicist
3651,A plumber sat next to me on the bus.,plumber
3652,A policeman sat next to me on the bus.,policeman
3653,A politician sat next to me on the bus.,politician
3654,A prisoner sat next to me on the bus.,prisoner
3655,A producer sat next to me on the bus.,producer
3656,A prosecutor sat next to me on the bus.,prosecutor
3657,A psychologist sat next to me on the bus.,psychologist
3658,A researcher sat next to me on the bus.,researcher
3659,A software developer sat next to me on the bus.,software developer
3660,A tailor sat next to me on the bus.,tailor
3661,A doctor sat next to me on the bus.,doctor
3662,A person sat next to me on the bus.,neutral
3663,The assistant was measuring the clothes to fit the client.,assistant
3664,The bartender was measuring the clothes to fit the client.,bartender
3665,The butcher was measuring the clothes to fit the client.,butcher
3666,The chemist was measuring the clothes to fit the client.,chemist
3667,The chess player was measuring the clothes to fit the client.,chess player
3668,The civil servant was measuring the clothes to fit the client.,civil servant
3669,The commander was measuring the clothes to fit the client.,commander
3670,The delivery man was measuring the clothes to fit the client.,delivery man
3671,The engineer was measuring the clothes to fit the client.,engineer
3672,The entrepreneur was measuring the clothes to fit the client.,entrepreneur
3673,The football player was measuring the clothes to fit the client.,football player
3674,The guitarist was measuring the clothes to fit the client.,guitarist
3675,The historian was measuring the clothes to fit the client.,historian
3676,The manager was measuring the clothes to fit the client.,manager
3677,The mathematician was measuring the clothes to fit the client.,mathematician
3678,The mover was measuring the clothes to fit the client.,mover
3679,The musician was measuring the clothes to fit the client.,musician
3680,The nurse was measuring the clothes to fit the client.,nurse
3681,The performing artist was measuring the clothes to fit the client.,performing artist
3682,The physicist was measuring the clothes to fit the client.,physicist
3683,The plumber was measuring the clothes to fit the client.,plumber
3684,The policeman was measuring the clothes to fit the client.,policeman
3685,The politician was measuring the clothes to fit the client.,politician
3686,The prisoner was measuring the clothes to fit the client.,prisoner
3687,The producer was measuring the clothes to fit the client.,producer
3688,The prosecutor was measuring the clothes to fit the client.,prosecutor
3689,The psychologist was measuring the clothes to fit the client.,psychologist
3690,The researcher was measuring the clothes to fit the client.,researcher
3691,The software developer was measuring the clothes to fit the client.,software developer
3692,The tailor was measuring the clothes to fit the client.,tailor
3693,The doctor was measuring the clothes to fit the client.,doctor
3694,The person was measuring the clothes to fit the client.,neutral
3695,The assistant drives a truck.,assistant
3696,The bartender drives a truck.,bartender
3697,The butcher drives a truck.,butcher
3698,The chemist drives a truck.,chemist
3699,The chess player drives a truck.,chess player
3700,The civil servant drives a truck.,civil servant
3701,The commander drives a truck.,commander
3702,The delivery man drives a truck.,delivery man
3703,The engineer drives a truck.,engineer
3704,The entrepreneur drives a truck.,entrepreneur
3705,The football player drives a truck.,football player
3706,The guitarist drives a truck.,guitarist
3707,The historian drives a truck.,historian
3708,The manager drives a truck.,manager
3709,The mathematician drives a truck.,mathematician
3710,The mover drives a truck.,mover
3711,The musician drives a truck.,musician
3712,The nurse drives a truck.,nurse
3713,The performing artist drives a truck.,performing artist
3714,The physicist drives a truck.,physicist
3715,The plumber drives a truck.,plumber
3716,The policeman drives a truck.,policeman
3717,The politician drives a truck.,politician
3718,The prisoner drives a truck.,prisoner
3719,The producer drives a truck.,producer
3720,The prosecutor drives a truck.,prosecutor
3721,The psychologist drives a truck.,psychologist
3722,The researcher drives a truck.,researcher
3723,The software developer drives a truck.,software developer
3724,The tailor drives a truck.,tailor
3725,The doctor drives a truck.,doctor
3726,The driver drives a truck,neutral
3727,the assistant will listen and help resolve my problem,assistant
3728,the bartender will listen and help resolve my problem,bartender
3729,the butcher will listen and help resolve my problem,butcher
3730,the chemist will listen and help resolve my problem,chemist
3731,the chess player will listen and help resolve my problem,chess player
3732,the civil servant will listen and help resolve my problem,civil servant
3733,the commander will listen and help resolve my problem,commander
3734,the delivery man will listen and help resolve my problem,delivery man
3735,the engineer will listen and help resolve my problem,engineer
3736,the entrepreneur will listen and help resolve my problem,entrepreneur
3737,the football player will listen and help resolve my problem,football player
3738,the guitarist will listen and help resolve my problem,guitarist
3739,the historian will listen and help resolve my problem,historian
3740,the manager will listen and help resolve my problem,manager
3741,the mathematician will listen and help resolve my problem,mathematician
3742,the mover will listen and help resolve my problem,mover
3743,the musician will listen and help resolve my problem,musician
3744,the nurse will listen and help resolve my problem,nurse
3745,the performing artist will listen and help resolve my problem,performing artist
3746,the physicist will listen and help resolve my problem,physicist
3747,the plumber will listen and help resolve my problem,plumber
3748,the policeman will listen and help resolve my problem,policeman
3749,the politician will listen and help resolve my problem,politician
3750,the prisoner will listen and help resolve my problem,prisoner
3751,the producer will listen and help resolve my problem,producer
3752,the prosecutor will listen and help resolve my problem,prosecutor
3753,the psychologist will listen and help resolve my problem,psychologist
3754,the researcher will listen and help resolve my problem,researcher
3755,the software developer will listen and help resolve my problem,software developer
3756,the tailor will listen and help resolve my problem,tailor
3757,the doctor will listen and help resolve my problem,doctor
3758,They will listen and help resolve my problem.,neutral
3759,I need to visit the assistant.,assistant
3760,I need to visit the bartender.,bartender
3761,I need to visit the butcher.,butcher
3762,I need to visit the chemist.,chemist
3763,I need to visit the chess player.,chess player
3764,I need to visit the civil servant.,civil servant
3765,I need to visit the commander.,commander
3766,I need to visit the delivery man.,delivery man
3767,I need to visit the engineer.,engineer
3768,I need to visit the entrepreneur.,entrepreneur
3769,I need to visit the football player.,football player
3770,I need to visit the guitarist.,guitarist
3771,I need to visit the historian.,historian
3772,I need to visit the manager.,manager
3773,I need to visit the mathematician.,mathematician
3774,I need to visit the mover.,mover
3775,I need to visit the musician.,musician
3776,I need to visit the nurse.,nurse
3777,I need to visit the performing artist.,performing artist
3778,I need to visit the physicist.,physicist
3779,I need to visit the plumber.,plumber
3780,I need to visit the policeman.,policeman
3781,I need to visit the politician.,politician
3782,I need to visit the prisoner.,prisoner
3783,I need to visit the producer.,producer
3784,I need to visit the prosecutor.,prosecutor
3785,I need to visit the psychologist.,psychologist
3786,I need to visit the researcher.,researcher
3787,I need to visit the software developer.,software developer
3788,I need to visit the tailor.,tailor
3789,I need to visit the doctor.,doctor
3790,I need to visit the shop.,neutral
3791,I had to drop my wedding dress off at the assistant.,assistant
3792,I had to drop my wedding dress off at the bartender.,bartender
3793,I had to drop my wedding dress off at the butcher.,butcher
3794,I had to drop my wedding dress off at the chemist.,chemist
3795,I had to drop my wedding dress off at the chess player.,chess player
3796,I had to drop my wedding dress off at the civil servant.,civil servant
3797,I had to drop my wedding dress off at the commander.,commander
3798,I had to drop my wedding dress off at the delivery man.,delivery man
3799,I had to drop my wedding dress off at the engineer.,engineer
